Striker_ID,Nationality,Footedness,Marital Status,Goals Scored,Assists,Shots on Target,Shot Accuracy,Conversion Rate,Dribbling Success,Movement off the Ball,Hold-up Play,Aerial Duels Won,Defensive Contribution,Big Game Performance,Consistency,Penalty Success Rate,Impact on Team Performance,Off-field Conduct
133,Spain,Left-footed,No,9.688481431,7.525976304,36.29597888,0.535645017,0.233643062,0.719729227,52.68798697,57.64030013,25.3518258,43.86382654,7.785268231,0.765140305,0.76066177,8.184659094,9.930653334
134,France,Right-footed,Yes,17.36796215,6.71935679,28.17474011,0.702996082,0.229590707,0.731130867,84.94938227,67.4418571,26.35946211,48.37764222,7.907171047,0.779845181,0.723758205,7.19862763,9.40867242
135,Germany,Left-footed,No,10.40287883,4.963686874,23.29090355,0.566522467,0.182297964,0.869995737,70.41325632,64.21546084,19.4459372,33.20769347,3.835553667,0.67174014,0.723963636,6.219182523,11.70408009
136,Germany,Left-footed,Yes,22.74967203,3.035429984,31.74861018,0.559635154,0.171319911,0.807154315,74.4300213,62.66818396,18.05878473,10.8574401,7.100455398,0.820703236,0.760638842,8.032288079,7.164433975
137,Spain,Left-footed,Yes,11.08373354,10.46951175,33.32629342,0.504487742,0.205092815,0.719063559,79.51549771,56.60877721,19.72039776,45.23223186,7.959015096,0.958471292,0.838243332,5.694943414,5.804778035
138,Brazil,Right-footed,No,13.38969242,8.219953902,16.40674529,0.642359907,0.277451008,0.794131058,59.78837542,63.70061115,21.68978764,27.7967931,8.457882389,0.64920883,0.66878368,5.777645696,7.276743781
139,Brazil,Left-footed,No,19.06758609,4.130117301,29.18180049,0.806252492,0.138044646,0.59674761,74.73471899,58.7626732,24.45651843,19.82661202,5.615298452,0.716024099,0.760288467,5.944011956,10.87114199
140,France,Right-footed,Yes,8.845678418,4.114763684,29.9082092,0.493246709,0.126623737,0.739792705,67.32358909,64.5780561,20.02114929,11.67674075,5.68192145,0.773160747,0.795852822,9.70613832,4.343188238
141,England,Right-footed,Yes,16.13729967,6.992645902,22.91705548,0.602421946,0.208238042,0.880930635,78.46770775,55.03067975,23.09443149,48.1398086,5.851798649,0.828640621,0.690096078,0.557967288,3.863248569
142,France,Right-footed,Yes,21.53571377,13.00706458,34.62994769,0.741222056,0.202544385,0.67819541,48.7277258,58.17431026,28.19179866,41.2861745,8.0728278,0.694045371,0.97966652,7.79119767,8.178790558
143,Spain,Right-footed,No,6.962583827,7.221225946,23.94961089,0.592035861,0.208667083,0.615236607,69.009057,50.10042207,21.90654806,37.74343619,9.06776211,0.466696971,0.714650452,7.068543628,7.114821414
144,Spain,Left-footed,No,15.92316929,3.490571141,25.87903517,0.64523718,0.21219766,0.634791111,63.97179344,59.6499239,21.55826428,53.89024363,6.185079785,0.885918949,0.733056309,3.638259082,8.015455786
145,Spain,Left-footed,No,16.29941397,7.262770808,23.78849723,0.493760647,0.188839887,0.591036696,74.32262951,51.88999136,12.40544587,46.37324683,8.815924627,0.826050612,0.702169205,7.619453558,9.890623542
146,Spain,Right-footed,No,18.90911436,7.181829291,25.10905333,0.64283071,0.274493172,0.621523809,74.70044187,48.8595355,6.846349316,56.16300043,7.246959618,0.575705247,0.979848009,7.951503984,6.894861308
147,Spain,Right-footed,No,8.815246446,0,17.32607439,0.581285573,0.119954801,0.66294919,62.92374105,62.58661148,21.94187865,26.07264528,6.751428446,0.689243121,0.855290523,8.179278463,4.253988338
148,Germany,Left-footed,Yes,8.397716935,7.8371154,14.91964382,0.698573,0.158575149,0.559443298,62.87826136,62.12739776,19.52587884,39.65449376,6.57723154,0.906818243,0.706340799,1.696343874,12.08896311
149,Brazil,Right-footed,No,17.60970783,7.307196409,36.16153544,0.718738605,0.194837262,0.701561833,68.89334631,67.82873735,17.42608663,23.83286625,8.493222729,0.894779642,0.910623156,9.732778824,6.005543425
150,Spain,Left-footed,Yes,16.48492337,10.08861909,19.07127056,0.858956364,0.117840559,0.790227717,61.03357773,55.6887443,21.21765102,37.70617668,7.651155634,0.843864002,0.820069869,5.524526591,5.881925756
151,England,Right-footed,Yes,16.25246425,13.54686828,18.06025355,0.657963317,0.19120728,0.609224382,78.41983695,64.08052847,19.69798135,37.51384146,11.55165086,0.732388757,0.825725342,8.373135494,10.20744003
152,England,Right-footed,Yes,16.73224105,11.37969509,9.926269205,0.632579632,0.283073508,0.851928392,66.307928,65.50797572,25.63890125,46.26613637,5.295550714,0.758298742,0.765552279,8.482147561,7.231021758
153,England,Left-footed,No,11.59987639,7.193333928,20.52726777,0.61943843,0.201044324,0.751079209,40.93011781,64.44773808,20.43055434,40.45563881,8.036203404,0.736907419,0.725058401,5.246605829,7.873220296
154,England,Right-footed,No,16.16126849,4.680422274,15.73837145,0.564683371,0.211535045,0.803058059,66.25177943,51.74346317,16.26538357,46.23407138,5.94159798,0.862823978,0.83377661,8.320919905,8.965580248
155,Germany,Left-footed,No,16.46536237,15.72007941,36.49410612,0.633848384,0.136991762,0.634216545,59.61456179,61.49363482,24.95083119,47.03440133,5.261426026,0.662415759,0.745491277,6.229013518,10.16716621
156,England,Right-footed,Yes,11.42824291,8.177655302,32.06871963,0.570459859,0.16918193,0.785452523,53.68724185,63.64140296,18.91434463,61.54928677,6.978265726,0.669420035,0.981675563,2.857245641,7.333078614
157,Spain,Right-footed,Yes,24.32887256,8.041787876,20.18294758,0.616846098,0.181240181,0.59080661,57.62573362,60.07178467,22.63268342,36.84703345,7.274704959,0.851027459,0.673070889,9.335483851,11.03990401
158,France,Right-footed,Yes,17.3691646,7.927624739,40.76705064,0.731759754,0.184114245,0.78902475,71.09408472,39.13522342,17.61294647,30.58977299,12.83634711,0.745563854,0.953615677,5.449910074,3.728400303
159,England,Left-footed,Yes,9.043482514,8.594254282,31.87235841,0.499345743,0.26408219,0.717183934,83.28640828,61.60489624,16.75086557,42.46083615,6.631708369,0.887846736,0.788868115,5.291013075,9.519574474
160,Germany,Right-footed,Yes,18.28276804,7.566918764,22.72618032,0.713987856,0.227884553,0.755325122,73.13184474,82.12531039,20.42084115,31.97719973,4.739642541,0.682848779,0.829908573,6.193868264,6.320944884
161,Germany,Right-footed,Yes,10.12659165,6.279013979,7.504159996,0.731711507,0.144427102,0.582440539,63.93496612,56.39960731,20.06414322,54.81960768,7.546021435,0.744522164,0.883315777,7.544473451,10.74454263
162,England,Right-footed,No,18.93542302,6.359423176,41.03659801,0.588193147,0.212325239,0.610493016,74.55904195,52.71922902,22.39913518,37.16781961,2.850719925,0.657758702,0.73697507,6.885459178,8.284088958
163,France,Right-footed,No,20.7929779,7.901740189,15.27299273,0.38781451,0.224911087,0.759722822,65.4090969,63.7334856,18.65677123,34.34423632,6.816086435,0.750736268,0.886424838,8.096133849,6.654189336
164,England,Left-footed,No,10.89658841,6.369725687,13.48220877,0.539217801,0.257007452,0.6051652,63.05399631,63.1237821,10.81820108,35.28684279,7.032050565,0.602145306,0.529245614,4.321021267,9.325682186
165,Germany,Left-footed,No,19.81688065,5.861462652,32.15799302,0.729699455,0.279027034,0.746320629,58.45637332,71.92735165,17.83613058,47.18417423,8.589200766,0.701236658,0.728001047,5.515227259,9.786376694
166,Brazil,Right-footed,Yes,17.06390463,8.319290683,42.07826684,0.597713194,0.14924529,0.563286219,52.48171193,47.42131844,23.96909234,38.42253017,8.947244499,0.606374614,0.707593719,6.768005855,9.283788246
167,Spain,Left-footed,Yes,19.1103008,7.235068348,34.68990973,0.500069777,0.159457124,0.784817421,66.10076293,67.31380253,18.5131196,33.5833318,5.992860762,0.819392323,0.674649399,10.79577459,5.940607521
168,Germany,Right-footed,No,24.48396491,12.51197897,28.94736384,0.549522508,0.137121107,0.576747669,71.5805349,65.90422061,18.76808299,56.65351918,6.698771971,0.821658934,0.778504516,6.772374923,7.031965753
169,England,Right-footed,Yes,13.77305942,0.047090575,29.16328039,0.684062003,0.188299007,0.755229994,69.0337633,58.57853463,24.93188253,31.43830159,5.467758339,0.576973727,0.838574997,9.170444527,7.991854326
170,Spain,Right-footed,No,11.23131918,11.27452056,30.97390891,0.654673357,0.223317919,0.762563093,65.84033072,63.38687318,16.44013386,40.35566074,4.74387489,0.883388575,0.870266,7.077110338,7.917480695
171,England,Left-footed,No,10.55242785,11.73825558,30.31250013,0.57610679,0.249366726,0.630322818,60.54253939,70.29457482,12.28598391,46.52306152,7.619789559,0.999741513,0.824087676,6.032682725,9.499490951
172,England,Left-footed,No,10.92094858,1.779829303,26.96833997,0.563317559,0.196202449,0.758202657,76.08246192,68.7231538,19.1968444,23.6866489,4.452828903,0.754600639,0.733430654,6.506551152,3.970197535
173,Brazil,Left-footed,Yes,14.61449145,6.971937218,25.72940773,0.560824185,0.184007624,0.726044226,56.8286808,48.56980688,17.57913024,44.80260501,6.170746199,0.685888574,0.836901644,6.663160576,8.668654109
174,Spain,Left-footed,No,16.70575987,6.885677402,24.5618481,0.507758982,0.2075879,0.646115814,77.76027914,68.20158187,15.1687684,29.44892325,5.00965208,1,0.812428569,8.207291478,7.420037291
175,Spain,Left-footed,No,16.383454,3.777464916,19.72224788,0.761537569,0.158242855,0.599144532,59.97782981,59.35311395,19.12310772,48.22782781,8.099366373,0.61810315,0.893605617,9.749222535,6.322998767
176,Brazil,Left-footed,No,19.13591625,5.666549937,23.03527446,0.567767953,0.304476936,0.503737431,62.47564763,60.72874098,22.45752824,30.37348988,10.6028602,0.752010647,0.87769367,7.719361695,6.515026444
177,Germany,Left-footed,Yes,15.06500946,4.668272464,13.1493023,0.721715852,0.119616949,0.734965005,55.33214809,60.73196991,19.95355719,46.92769032,4.396824034,0.767962227,0.803047641,9.374155357,7.570924671
178,England,Left-footed,Yes,22.26767039,13.25681133,24.31162261,0.752131605,0.209237029,0.543519723,64.98597853,58.49757011,21.53490536,51.05833066,3.293963034,0.884514762,0.710274699,5.070420525,0.797829791
179,France,Left-footed,No,13.67671583,10.80703518,18.07986225,0.69983109,0.301180311,0.70953442,79.75312458,71.91707497,29.06703849,48.61436526,6.750226229,0.785973898,0.734704984,6.170738982,6.597420858
180,England,Right-footed,Yes,28.60084583,11.81466528,17.27487478,0.556837969,0.200339992,0.673655178,75.15628088,59.1628204,18.28560569,42.51316648,7.031395592,0.70013661,0.745021064,5.551394932,6.248370351
181,England,Left-footed,Yes,18.12833674,10.16501619,26.25925906,0.640373009,0.190498048,0.767914278,79.78422112,48.80453872,21.39174317,37.68699057,7.437318614,0.654881563,0.768473367,7.628889182,9.065566419
182,Germany,Left-footed,Yes,10.71421222,4.612844686,34.744016,0.597580439,0.182127729,0.66979545,75.22142546,56.06470144,17.45393319,34.23580424,6.10735897,0.715817818,0.826805043,6.28208323,6.388946635
183,England,Left-footed,Yes,9.64553751,6.426439201,31.42821624,0.509629814,0.190980416,0.667055221,58.96330171,61.78694717,15.7682014,54.71034691,6.598721402,0.649307264,0.871517439,8.459545874,7.5697724
184,Brazil,Left-footed,Yes,17.41236208,9.468123684,14.00649577,0.632435928,0.268642424,0.77318707,66.69210776,72.29214784,17.07546173,33.0050478,7.735020821,0.754782532,0.794888131,5.137996577,11.08455326
185,Brazil,Left-footed,Yes,13.88268607,4.333616573,18.07260304,0.482096021,0.089406904,0.733505803,62.19800871,66.03094685,17.60620714,29.62933926,9.080861785,0.693580382,0.801612479,7.086061947,9.98870304
186,Spain,Left-footed,Yes,18.57000247,10.13899529,31.58539832,0.718767939,0.276671685,0.731615596,83.30574904,51.49464721,21.79737899,46.65368935,3.089902459,0.600596221,0.814330631,8.373715822,9.8045428
187,France,Left-footed,Yes,17.36618812,7.279023806,18.12258825,0.55353827,0.128802142,0.746926759,58.03211354,84.85189917,31.74537893,32.03863197,6.262121122,0.875514579,0.748409469,2.86939445,7.000255139
188,England,Left-footed,Yes,14.63585544,6.875537577,23.42756795,0.620115966,0.186667384,0.546442788,78.93697689,62.64775311,16.41978282,30.49936503,7.427617588,0.700232748,0.707460774,11.24326261,9.086064559
189,England,Left-footed,Yes,10.76603141,10.1328799,28.85036469,0.628328787,0.178537779,0.775678868,78.9295387,72.75390738,17.91687347,25.56395738,5.164047791,0.62318632,0.62445621,6.43369623,7.532204399
190,Germany,Left-footed,No,7.425763877,9.332789934,18.22158882,0.574109503,0.229427663,0.761246879,88.29620202,58.48285566,19.68438493,35.17090161,10.46233926,0.733174087,0.730485064,2.949920173,7.607813579
191,Brazil,Left-footed,No,12.76742524,6.917101503,25.73762854,0.65866938,0.120093782,0.598331687,65.90313407,65.33359245,21.97899424,39.17284976,5.72918024,0.756837157,0.847314545,7.316187797,8.819370687
192,France,Right-footed,Yes,19.28199397,11.47798941,15.66182154,0.552509634,0.223108633,0.675591953,77.1232216,68.39468505,21.31775406,42.43091728,6.917414626,0.575353327,0.729708856,7.066886936,6.806012823
193,Spain,Right-footed,No,16.07046872,4.756810017,20.79042649,0.68712973,0.301215481,0.696069271,92.81651837,72.18194712,26.42047897,49.51306244,8.112044194,0.783164767,0.776219296,6.836211241,10.98600621
194,Brazil,Left-footed,No,8.771306106,9.847806821,27.23847354,0.465402032,0.1318413,0.686550322,63.82358323,70.57368305,7.868039647,45.26897924,5.817430422,0.645284243,0.846643129,8.982382226,7.679739721
195,Spain,Left-footed,Yes,15.86590463,9.779303774,13.84904387,0.612637958,0.209485308,0.733385997,54.64959752,68.72197,8.065350649,38.0912778,3.306853904,0.921102881,0.85206895,8.494889943,9.236721133
196,Germany,Right-footed,Yes,16.9265869,7.071360682,28.08332317,0.7938929,0.166900891,0.843136678,51.19989966,56.84913269,17.52060914,38.01804324,6.142690946,0.802396051,0.692046715,7.595752382,10.91120096
197,Germany,Left-footed,Yes,10.58071282,8.978399067,24.86253541,0.499966868,0.22129436,0.808176673,77.12712029,54.28253958,25.48650094,45.10157469,9.058881112,0.710010001,0.899705936,7.900311268,10.06330755
198,England,Right-footed,No,15.76862553,4.246659271,28.86742968,0.532225503,0.200957389,0.568778081,51.16849792,63.3260751,12.17175984,52.72570163,6.326209746,0.675483223,0.912735009,6.791283101,5.182161795
199,France,Right-footed,No,15.29104359,10.77208106,26.56739894,0.651390785,0.167925655,0.762206999,66.27680947,69.33128072,4.961838302,41.26314199,5.307131397,0.739503229,0.687015014,10.5509817,8.88979179
200,Spain,Right-footed,Yes,9.285148511,7.445293591,34.54898301,0.617958178,0.224393614,0.832893332,74.37313187,57.77279299,22.85589703,35.30869146,8.851344419,0.811279074,0.717616313,4.041607963,9.701438789
201,Brazil,Right-footed,Yes,16.7889368,6.431830938,25.87657152,0.63506301,0.290217405,0.738680852,71.85175537,70.65171966,21.21828612,30.07133999,6.338450208,0.747450587,0.919109068,7.279303348,9.783726044
202,Germany,Right-footed,Yes,17.80392263,11.14702768,21.99416121,0.648918713,0.19045481,0.809098043,74.25444864,74.52616745,14.54895797,25.54794736,5.979678373,0.728284119,0.785314648,7.130049262,5.773410332
203,England,Left-footed,No,20.41525622,5.886968928,25.85608252,0.663472147,0.235987897,0.901227045,72.22289856,50.83679081,15.072302,46.66269672,7.298912179,0.755837029,0.578022205,8.626560812,6.685929526
204,England,Right-footed,No,20.26901026,3.774616111,28.8030862,0.710969984,0.135336352,0.802370955,82.78865813,51.63079296,15.1512814,45.77978524,8.541500419,0.689614107,0.66003185,5.312292245,9.989116471
205,Spain,Left-footed,No,8.11165316,3.330112479,25.34202049,0.640981866,0.152178181,0.72493086,60.47683619,58.59624941,20.55267659,45.77363525,11.76342706,0.715679407,0.775063037,3.512654795,6.476479259
206,Germany,Left-footed,No,10.3108748,9.818029854,25.28414184,0.575874235,0.223620314,0.804508847,63.23004862,63.07612668,16.86842362,38.71340554,8.654472215,0.541420756,0.683695735,7.313646032,7.400607887
207,France,Right-footed,Yes,17.57517634,4.158711943,20.08605819,0.66725737,0.274205801,0.714488783,62.27340555,54.75432986,22.47031959,54.06934746,9.319679933,0.847372623,0.758657623,7.562460984,11.15175162
208,Germany,Right-footed,Yes,17.56892975,13.26438255,20.35969358,0.789988193,0.217780667,0.702390304,78.30191812,73.52202679,5.726866685,35.15881505,5.988067602,0.779879778,0.803239621,9.979198819,7.904401499
209,Spain,Left-footed,Yes,17.57523843,1.754211776,15.1817631,0.586736625,0.184347098,0.664858576,79.00398588,64.24066862,15.71574067,49.55269237,4.948263788,0.672654416,0.94622546,4.459275907,6.546451724
210,Spain,Right-footed,Yes,34.26365745,13.0893691,37.2470372,0.50254707,0.19996457,0.856341336,74.51225319,60.39447048,14.3697302,39.61257105,7.124662699,0.939873498,0.770954608,9.309387533,6.244765286
211,Germany,Right-footed,No,17.85445255,8.633052402,16.29295735,0.710708067,0.137479613,0.618157133,81.83493667,45.64090476,18.71829661,33.91649235,7.214339831,0.758701648,0.90725418,11.73482873,8.665438659
212,Spain,Left-footed,No,20.6778282,7.709860664,20.14966362,0.587961884,0.230225766,0.853236772,58.21959133,46.84184184,17.30976121,45.92530307,4.842974517,0.646385643,0.942876016,6.244470225,5.333703983
213,Germany,Left-footed,Yes,19.77000882,6.36524274,19.97114914,0.382733045,0.244116653,0.749986412,86.67224112,62.8100925,23.9892189,44.09636119,6.64941094,0.835673742,0.943430967,4.418115561,7.505328072
214,Brazil,Right-footed,Yes,18.25695626,9.197408343,31.26447064,0.684742168,0.177395483,0.560069383,85.23238622,38.67404374,10.70331614,43.56972759,7.798635203,0.789804822,0.828475459,6.186051267,8.66646107
215,Germany,Left-footed,No,13.42365378,7.887095893,22.93535225,0.546467181,0.176497893,0.736764929,77.35621997,70.1263741,20.22745738,40.81278422,7.72078679,0.789457999,0.603671085,7.028009935,10.59829964
216,Germany,Right-footed,Yes,18.7948461,11.30990565,33.73419451,0.590946672,0.213293911,0.489997349,87.81798909,58.41846156,22.79168212,39.62106918,8.008575707,0.70742444,0.846082487,8.12757575,9.335096161
217,Spain,Right-footed,No,11.13587393,8.342682946,20.28556563,0.633198033,0.178164013,0.762550802,53.43376792,92.4309297,29.28323718,63.88371993,7.58192946,0.795049572,0.904839989,5.81721054,6.571869764
218,Spain,Right-footed,Yes,13.81590697,8.450905284,26.95295914,0.619049968,0.196693369,0.788523148,64.75551864,83.07916251,17.59117014,51.84256645,5.985982681,0.723824171,0.791893289,10.11039707,10.35683864
219,England,Left-footed,Yes,12.57318226,6.909163363,19.15257063,0.670945182,0.304986089,0.640764404,62.64696539,58.18550931,21.62229302,47.22826895,5.972198747,0.805594145,0.974458387,4.77093537,7.400969925
220,England,Left-footed,Yes,15.4093707,7.829163129,40.01604389,0.556451363,0.187648715,0.71235477,77.21479324,58.93662997,10.98068604,41.11799158,4.602097204,0.559505555,0.885983356,3.521589696,5.528593956
221,Brazil,Left-footed,Yes,26.57329283,8.923405307,16.68681107,0.65131058,0.182082992,0.895415743,59.4985926,69.95581514,8.040218978,50.07157201,10.56955008,0.706612654,0.856827338,9.213420849,7.655917281
222,England,Left-footed,Yes,5.663674037,2.869494822,27.16874497,0.574045332,0.16762291,0.64942533,77.57495149,77.0317261,24.22387188,45.17994776,7.026900729,0.92221551,0.908638071,2.450757938,10.8763384
223,Germany,Left-footed,Yes,18.43130095,3.955443734,29.43643817,0.673881048,0.237209599,0.594109241,83.70536144,43.61970943,19.97219853,40.26204753,6.550293888,0.673293254,0.833336985,6.591740462,8.3304801
224,Spain,Right-footed,Yes,6.936420644,10.22979228,27.89659368,0.661536748,0.190938791,0.84816634,76.952029,42.13624535,25.89256345,36.96435675,5.142415837,0.68961617,0.55071895,13.23536226,8.025043729
225,England,Right-footed,No,12.64034067,8.512596314,23.70298639,0.50645613,0.167531348,0.896258719,72.83751024,53.77965194,13.13298556,39.19082662,12.8713158,0.705203866,0.750086105,6.975912894,11.27442329
226,England,Right-footed,No,20.44475298,7.448049991,24.0912551,0.708598212,0.266065202,0.700369567,60.12126659,65.82737583,22.5995107,8.295742641,4.853343936,0.628519386,0.919716803,4.758464699,5.137290306
227,Brazil,Right-footed,No,15.3214001,8.055301799,25.3066803,0.546403655,0.27098015,0.801146304,61.53149034,64.96873591,29.3440892,42.10600839,6.142304149,0.529171922,0.719240866,6.885205072,5.428801772
228,Brazil,Left-footed,No,9.61127611,9.042745116,23.97098599,0.68080578,0.169978822,0.834147592,82.49618905,70.69771455,22.09852804,35.1152392,7.831673673,0.72694136,0.777652749,6.898398423,4.768307058
229,Germany,Right-footed,No,11.42348145,6.380720959,31.74715382,0.636728731,0.106673002,0.625751577,77.79349004,48.00302472,21.38290753,55.92669998,8.200425931,0.763585942,0.695516369,7.321299881,8.745296373
230,Spain,Left-footed,Yes,18.39798874,5.665085824,40.47366101,0.783818368,0.250375684,0.651469416,69.60980481,36.83856137,20.0427804,40.19344071,8.91586411,0.744749493,0.97839226,8.324525964,8.332986254
231,Brazil,Right-footed,Yes,11.34816684,8.587535765,21.0975575,0.577653402,0.165768509,0.823087451,65.82090454,68.58014195,12.14559271,28.1103658,10.61521702,0.735512144,0.968149246,4.921777663,11.08547273
232,England,Left-footed,No,16.08229295,5.064881667,15.41137914,0.56506832,0.23953128,0.868501428,49.74192127,51.71803727,26.77786468,39.50119846,8.012315311,0.754304087,0.71161311,10.37509611,8.486950154
233,Spain,Left-footed,Yes,15.2278592,9.224758267,24.38202566,0.598058039,0.101494809,0.756288086,59.29147581,39.81512136,16.9457118,29.53878915,4.8879384,0.852284147,0.8147298,7.490228569,7.191685681
234,Spain,Right-footed,No,11.74199826,2.892249187,43.05796536,0.569682022,0.244629867,0.612018565,89.11419087,61.45063746,22.52241628,44.73407416,6.48610975,0.730955381,0.731950595,8.453588093,8.003589746
235,England,Right-footed,No,25.71972045,11.08746691,19.37427802,0.67999419,0.139441404,0.898706111,57.19544429,67.93175688,12.18482847,42.90947364,7.615664745,0.692591742,0.861494464,5.7437012,8.235414837
236,Brazil,Right-footed,Yes,18.16959511,9.417792447,36.47381764,0.438368939,0.236538206,0.64690291,71.89479821,58.77942868,14.10270168,49.57839631,11.13645208,0.721887452,0.850968308,9.572764274,4.656477453
237,England,Right-footed,Yes,4.874287067,8.768089203,36.7439057,0.494631758,0.200713653,0.666486222,80.07443973,55.42151614,27.175437,32.09118208,4.204389043,0.807934676,0.881170557,6.485895182,13.42066329
238,Spain,Left-footed,Yes,15.93227157,10.94807295,21.12488231,0.493219708,0.152303029,0.734233783,57.45077332,58.40637768,18.26348856,40.34008096,9.40515301,0.891202688,0.833191845,7.555105027,9.039742036
239,France,Right-footed,No,11.69106768,12.99642333,28.98288155,0.695030759,0.179648184,0.855416042,71.84710475,56.29417238,27.26637738,26.34978205,7.359828739,0.687185626,1,5.133787846,8.420016616
240,France,Right-footed,Yes,19.26216667,11.0431102,36.39877636,0.771061337,0.234315923,0.785397598,79.37915538,46.51952888,19.6088467,47.01494782,8.67566107,0.759893379,0.697207623,5.006136747,9.230327969
241,Germany,Left-footed,No,11.03739631,2.477377306,22.34610581,0.589555078,0.205294723,0.74148655,70.12499322,52.85319323,10.79051114,45.1887118,6.796010567,0.783835744,0.628939665,8.376410613,9.418821961
242,England,Right-footed,No,14.42631779,4.1612691,23.57493748,0.583117828,0.229220649,0.746328853,98.68403056,65.21279905,24.460338,44.95805021,5.31513474,0.650742199,0.76069098,6.11278634,7.718893029
243,England,Right-footed,No,17.52493639,6.125544267,20.9282336,0.607005216,0.298822029,0.704351467,53.31400741,63.21678541,17.05053841,40.01619031,8.501745559,0.752041717,0.643201173,5.292353825,6.737517728
244,Germany,Right-footed,Yes,19.32877597,8.078273151,17.89670289,0.71618783,0.121787919,0.755813951,80.5872853,61.68059806,23.49344407,44.14772891,8.308862054,0.603432614,0.650753773,5.713633316,9.198901373
245,Germany,Right-footed,Yes,8.998517965,9.552977061,20.45505718,0.507264687,0.280860629,0.447043992,68.27198263,50.04851518,20.12605434,56.04339108,8.944113931,0.57309497,0.699868535,8.397906143,8.771421681
246,Germany,Right-footed,No,13.32749382,5.822768561,16.43241813,0.623836898,0.205217797,0.670339254,77.71920155,58.18496838,12.28440886,37.14905743,6.973390729,0.786674641,0.707781109,5.741924278,6.380219802
247,Spain,Left-footed,Yes,12.62527344,8.560300293,25.23858428,0.697519763,0.155060798,0.724132193,74.41307152,38.22934954,20.82147383,41.38645184,5.800355953,0.711612526,0.70453819,6.764690137,10.83807122
248,England,Right-footed,Yes,11.73335384,5.733851203,19.61018738,0.650109417,0.133484319,0.584898592,62.66843803,61.78476664,30.98111571,29.13873701,3.88242601,0.770228041,0.851821895,7.030055501,8.586704073
249,Spain,Right-footed,Yes,23.8272712,6.165446591,26.63650138,0.618958162,0.19054398,0.738632332,72.28996392,74.28857708,22.46493229,31.31739038,8.638746536,0.748210502,0.749381094,3.165302228,9.459638725
250,Germany,Right-footed,No,17.02490855,3.780016709,14.10873048,0.700104609,0.246082506,0.679552878,51.42098549,45.25867868,19.71241123,40.97813293,7.847778965,0.652359995,0.782048543,4.057747189,10.78384178
251,England,Right-footed,No,8.695580228,5.230300262,27.31616163,0.329676771,0.193622544,0.87554757,76.03247501,54.14072327,25.37671701,51.03933547,5.068434734,0.74547457,0.889423277,7.672555778,8.043777642
252,Spain,Right-footed,Yes,19.58930974,3.944946183,30.83470273,0.667787532,0.275557747,0.857301973,72.98158466,63.29106779,21.05334233,37.43719176,5.922852653,0.626689869,0.723367748,5.525941278,8.633904014
253,Spain,Left-footed,No,25.61078099,5.072380241,11.0438505,0.534592432,0.127441215,0.653419443,76.38660169,72.52842634,21.04767115,37.64083471,6.066482376,0.889097236,0.77354541,9.113449823,9.620054477
254,Germany,Right-footed,Yes,20.1623263,11.16092539,27.61839599,0.41693671,0.199395553,0.684916229,80.58118325,55.51775384,14.54187414,35.93114755,4.034031136,0.614402966,0.836575999,8.933614209,6.550277832
255,England,Left-footed,Yes,7.40315017,5.151803334,33.59368295,0.65112026,0.137380328,0.692605243,73.6761984,53.07749671,21.16924013,34.65243329,5.364635207,0.730421473,0.60584322,8.438337333,8.108103326
256,Germany,Left-footed,Yes,12.57882964,15.89714619,16.53251287,0.737365855,0.218181594,0.654834052,71.4808942,40.31076858,25.17721708,42.94971456,4.732339286,0.645772841,0.561509449,10.63954357,8.251097173
257,England,Right-footed,Yes,21.33455575,9.479953703,36.70800671,0.586255149,0.24434437,0.719502498,61.18931663,61.03438129,15.81968924,25.02742355,6.175041976,0.807042117,0.834611733,6.833821345,6.087882897
258,France,Right-footed,No,11.46165267,8.554508371,27.93313307,0.695287455,0.17896191,0.624171793,62.87779236,80.4207604,27.12247911,52.80939577,5.522605003,0.716856863,0.849201428,8.297763852,12.63527358
259,Brazil,Right-footed,No,17.21909714,5.424926659,20.06491701,0.761227826,0.069789307,0.586938467,81.8673462,62.77358462,19.54146988,33.34577702,3.745990158,0.698133328,1,5.831198047,5.185413113
260,Brazil,Right-footed,No,18.87317027,10.10092964,24.60961646,0.731491445,0.209947407,0.762271122,84.36335406,59.77721021,15.56115244,47.21903485,11.04518046,0.835320155,0.815809488,11.90473983,5.403792193
261,Brazil,Left-footed,Yes,10.36534764,6.273086521,28.90828839,0.763996453,0.221836928,0.762952958,67.61889564,63.22082311,24.98816038,27.30001403,9.505081462,0.752943059,0.881973972,10.9672673,10.62845315
262,Germany,Right-footed,Yes,14.70237322,8.366029444,25.53203774,0.674212749,0.220214738,0.619568424,70.46002747,59.88907996,18.56602882,46.68840131,5.441961157,0.801664445,0.780452736,7.023760869,9.426532502
263,France,Right-footed,Yes,0,15.68025361,28.77129195,0.607543364,0.26178911,0.789535543,60.95385625,51.86985628,23.79757444,46.71944608,7.544842793,0.651867406,0.829722722,7.77317246,5.948070365
264,England,Right-footed,No,9.878061793,7.711820301,18.55528485,0.439803419,0.146447316,0.636842227,81.72756845,68.23279916,18.54120684,43.84202072,7.83493018,0.609518306,0.966725684,9.718595199,9.21457803
